NAICS12, INDEX ITEM DESCRIPTION ,SIC
212299,Chromium concentrates beneficiating,
212299,Chromium ore mining and/or beneficiating,
212299,Cinnabar mining and/or beneficiating,
212299,Cobalt concentrates beneficiating,
212299,Cobalt ores mining and/or beneficiating,
212299,Columbite mining and/or beneficiating,
212299,Columbium ores mining and/or beneficiating,
212299,Ferberite ores and concentrates mining and/or beneficiating,
212299,"Ferroalloy ores (except vanadium) (e.g., chromium, columbium, molybdenum, tungsten) mining and/or beneficiating",
212299,Hafnium mining and/or beneficiating,
212299,Huebnerite mining and/or beneficiating,
212299,Ilmenite ores mining and/or beneficiating,
212299,Iridium mining and/or beneficiating,
212299,Manganese concentrates beneficiating,
212299,Manganese ores mining and/or beneficiating,
212299,Manganiferousares ores (not valued for iron content) mining and/or beneficiating,
212299,Manganite mining and/or beneficiating,
212299,Mercury (quicksilver) mining and/or beneficiating,
212299,Mercury ores mining and/or beneficiating,
212299,Microlite mining and/or beneficiating,
212299,Molybdenite mining and/or beneficiating,
212299,Molybdenum ores mining and/or beneficiating,
212299,Molybdite mining and/or beneficiating,
212299,Monazite mining and/or beneficiating,
212299,Osmium mining and/or beneficiating,
212299,Palladium mining and/or beneficiating,
212299,Platinum mining and/or beneficiating,
212299,Psilomelane mining and/or beneficiating,
212299,Pyrolusite mining and/or beneficiating,
212299,Quicksilver ores and metal mining and/or beneficiating,
212299,Rare earth metal concentrates beneficiating,
212299,Rare earth metal ores mining and/or beneficiating,
212299,Rhodium mining and/or beneficiating,
212299,Rhodochrosite mining and/or beneficiating,
212299,Ruthenium ore mining and/or beneficiating,
212299,Rutile mining and/or beneficiating,
212299,Scheelite mining and/or beneficiating,
212299,Tantalite mining and/or beneficiating,
212299,Tantalum ores mining and/or beneficiating,
212299,Thallium mining and/or beneficiating,
212299,Thorite mining and/or beneficiating,
212299,Thorium ores mining and/or beneficiating,
212299,Tin metal concentrates beneficiating,
212299,Tin metal ores mining and/or beneficiating,
212299,"Titaniferous-magnetite ores, valued chiefly for titanium content, mining and/or beneficiating",
212299,Titanium concentrates beneficiating,
212299,Titanium ores mining and/or beneficiating,
212299,Tungsten concentrates beneficiating,
212299,Tungsten ores mining and/or beneficiating,
212299,Wolframite mining and/or beneficiating,
212299,Wulfenite mining and/or beneficiating,
212299,Zirconium concentrates beneficiating,
212299,Zirconium ores mining and/or beneficiating,
212311,Argillite mining or quarrying,
212311, Basalt mining or quarrying ,
212311,Bluestone mining or quarrying,
212311,Calcareous tufa mining or quarrying,
212311, Diabase mining or quarrying ,
212311, Dimension stone mining or quarrying ,
212311,Diorite mining or quarrying,
212311, Dolomite mining or quarrying ,
212311, Dolomitic marble mining or quarrying ,
212311, Flagstone mining or quarrying ,
212311,Gabbro mining or quarrying,
212311, Gneiss mining or quarrying ,
212311, Granite mining or quarrying ,
212311,Greenstone mining or quarrying,
212311, Limestone mining or quarrying ,
212311, Marble mining or quarrying ,
212311, Mica schist mining or quarrying ,
212311, Onyx marble mining or quarrying ,
212311, Quartzite dimension stone mining or quarrying ,
212311, Sandstone mining or quarrying ,
212311," Schist, mica, mining or quarrying ",
212311, Serpentine mining or quarrying ,
212311, Slate mining or quarrying ,
212311," Stone, dimension, mining or quarrying ",
212311,Syenite (except nepheline) mining or quarrying,
212311, Trap rock mining or quarrying ,
212311, Travertine mining or quarrying ,
212311,"Tufa, calcareous, mining or quarrying",
212311, Verde' antique mining or quarrying ,
212311," Volcanic rock, mining or quarrying ",
212312,Agricultural limestone mining and/or beneficiating,
212312,Calcareous tufa crushed and broken stone mining and/or beneficiating,
212312,Cement rock crushed and broken stone mining and/or beneficiating,
212312,Chalk crushed and broken stone mining and/or beneficiating,
212312,"Chalk, ground or otherwise treated, mining and/or beneficiating",
212312,Dolomite crushed and broken stone mining and/or beneficiating,
212312,"Lime rock, ground, mining and/or beneficiating",
212312,Limestone (except bituminous) crushed and broken stone mining and/or beneficiating,
212312,"Limestone beneficiating plants (e.g., grinding or pulverizing)",
212312,Marl crushed and broken stone mining and/or beneficiating,
212312,"Riprap, limestone, mining or quarrying",
212312,"Riprap, limestone, preparation plants",
212312,Travertine crushed and broken stone mining and/or beneficiating,
212312,"Tufa, calcareous, crushed and broken stone, mining and/or beneficiating",
212312,"Whiting crushed and broken stone, mining and/or beneficiating",
212313,Diorite crushed and broken stone mining and/or beneficiating,
212313,Gneiss crushed and broken stone mining and/or beneficiating,
212313,"Granite beneficiating plants (e.g., grinding or pulverizing)",
212313,Granite crushed and broken stone mining and/or beneficiating,
212313,"Riprap, granite, mining or quarrying",
212313,"Riprap, granite, preparation plants",
212313,Syenite (except nepheline) crushed and broken stone mining and/or beneficiating,
212319,Basalt crushed and broken stone mining and/or beneficiating,
212319,Bituminous limestone mining and/or beneficiating,
212319,Bituminous sandstone mining and/or beneficiating,
212319,Boulder crushed and broken mining and/or beneficiating,
212319,Diabase crushed and broken stone mining and/or beneficiating,
212319,Dolomitic marble crushed and broken stone mining and/or beneficiating,
212319,Gabbro crushed and broken stone mining and/or beneficiating,
212319,Ganister crushed and broken stone mining and/or beneficiating,
212319,"Granules, slate, mining and/or beneficiating",
212319,Grits crushed and broken stone mining and/or beneficiating,
212319,"Limestone, bituminous, mining and/or beneficiating",
212319,Marble crushed and broken stone mining and/or beneficiating,
212319,Mica schist crushed and broken stone mining and/or beneficiating,
212319,Onyx marble crushed and broken stone mining and/or beneficiating,
212319,Quartzite crushed and broken stone mining and/or beneficiating,
212319,"Riprap (except granite, limestone) preparation plants",
212319,Riprap (except limestone and granite) mining or quarrying,
212319, Sandstone crushed and broken stone mining ,
212319,"Schist, mica, crushed and broken stone, mining and/or beneficiating",
212319,Serpentine crushed and broken stone mining and/or beneficiating,
212319,Slate crushed and broken stone mining and/or beneficiating,
212319,"Stone (except limestone and granite) beneficiating plants (e.g., grinding)",
212319,"Stone, crushed and broken (except granite or limestone), mining and/or beneficiating",
212319,Trap rock crushed and broken stone mining and/or beneficiating,
212319,Verde' antique crushed and broken stone mining and/or beneficiating,
212319,Volcanic rock crushed and broken stone mining and/or beneficiating,
212321,Common sand quarrying and/or beneficiating,
212321,"Construction sand and gravel beneficiating (e.g., grinding, screening, washing)",
212321, Construction sand or gravel dredging ,
212321,Gravel quarrying and/or beneficiating,
212321,Pebbles (except grinding) mining and/or beneficiating,
212321,"Sand and gravel quarrying (i.e., construction grade) and/or beneficiating",
212321,"Sand, construction grade, quarrying and/or beneficiating",
212322,Abrasive sand quarrying and/or beneficiating,
212322,Blast sand quarrying and/or beneficiating,
212322,Enamel sand quarrying and/or beneficiating,
212322,Filtration sand quarrying and/or beneficiating,
212322,Foundry sand quarrying and/or beneficiating,
212322,Glass sand quarrying and/or beneficiating,
212322,Grinding sand quarrying and/or beneficiating,
212322,"Industrial sand beneficiating (e.g., screening, washing)",
212322,Industrial sand sandpits and dredging,
212322,Molding sand quarrying and/or beneficiating,
212322,"Sand, blast, quarrying and/or beneficiating",
212322,"Sand, industrial (e.g., engine, filtration, glass grinding), quarrying and/or beneficiating",
212322,Silica mining and/or beneficiating,
212322,Silica sand quarrying and/or beneficiating,
212324,Ball clay mining and/or beneficiating,
212324,China clay mining and/or beneficiating,
212324,"Clay, ball, mining and/or beneficiating",
212324,"Clay, natural, mining and/or beneficiating",
212324,Kaolin mining and/or beneficiating,
212324,Paper clay mining and/or beneficiating,
212324,Rubber clay mining and/or beneficiating,
212324,Slip clay mining and/or beneficiating,
212325,Andalusite mining and/or beneficiating,
212325,Aplite mining and/or beneficiating,
212325,Bentonite mining and/or beneficiating,
212325,Bleaching clay mining and/or beneficiating,
212325,Brucite mining and/or beneficiating,
212325,Burley mining and/or beneficiating,
212325,"Clay (except kaolin, ball) mining and/or beneficiating",
212325, Clay bleaching ,
212325,"Clay, ceramic and refractory minerals, mining and/or beneficiating",
212325,"Clay, fire, mining and/or beneficiating",
212325,Common clay mining and/or beneficiating,
212325,Common shale mining and/or beneficiating,
212325,Cornwall stone mining and/or beneficiating,
212325,Cyanite mining and/or beneficiating,
212325,Diaspore mining and/or beneficiating,
212325,Dumortierite mining and/or beneficiating,
212325,"Earth, fuller's (e.g., all natural bleaching clays), mining and/or beneficiating",
212325,Feldspar mining and/or beneficiating,
212325,Fire clay mining and/or beneficiating,
212325,Flint clay mining and/or beneficiating,
212325,Fuller's earth mining and/or beneficiating,
212325,Kyanite mining and/or beneficiating,
212325,Laterite mining and/or beneficiating,
212325,Magnesite mining and/or beneficiating,
212325,Nepheline syenite mining and/or beneficiating,
212325,"Olivine, non-gem, mining and/or beneficiating",
212325,"Pegmatite, feldspar, mining and/or beneficiating",
212325,Pinite mining and/or beneficiating,
212325,Plastic fire clay mining and/or beneficiating,
212325,Refractory minerals mining and/or beneficiating,
212325,Shale (except oil shale) mining and/or beneficiating,
212325,Sillimanite mining and/or beneficiating,
212325,Stoneware clay mining and/or beneficiating,
212325,"Syenite, nepheline, mining and/or beneficiating",
212325,"Topaz, non-gem, mining and/or beneficiating",
212391,"Alum, natural, mining and/or beneficiating",
212391,"Borate, natural, mining and/or beneficiating",
212391,"Borax, crude, ground or pulverized, mining and/or beneficiating",
212391,Boron compounds prepared at beneficiating plants,
